Ticker,Market Cap
OPRX,143300608.0
MED,144269584.0
YMAB,205290624.0
NXDT,153583648.0
OABI,255262144.0
SMRT,194463376.0
ULCC,786624000.0
BBNX,429586592.0
QSI,206953840.0
LAW,232476080.0
GPMT,107960048.0
SSP,208352832.0
FDMT,128257648.0
MNTK,277746304.0
CDXS,176029248.0
OLMA,222082592.0
EB,183581040.0
XPOF,364519776.0
SLDP,177060016.0
SNBR,117094472.0
AVD,109393640.0
KOD,123958496.0
THRD,156961568.0
CBAN,256844656.0
JOUT,248934016.0
OFLX,332910016.0
IMMR,220295520.0
ITOS,205867264.0
TCBX,390501632.0
AFCG,114109808.0
LRMR,125494688.0
SEPN,243544896.0
LPRO,122178656.0
MYPS,168165904.0
JRVR,185772304.0
HUMA,209410672.0
SKIN,150294000.0
ALLO,312861600.0
ASUR,243894672.0
INGN,189285888.0
DSGN,192993184.0
WALD,311711328.0
FORR,179560256.0
LWLG,110736464.0
CCCC,92996496.0
SRI,113887280.0
CATX,133293240.0
PLL,126833432.0
NRGV,111409720.0
VYGR,170589312.0
MASS,134607296.0
IAUX,236088480.0
LESL,123898352.0
DH,283406624.0
GRWG,57085624.0
ONL,103915984.0
SLRN,244725312.0
BRCC,157012992.0
SCPH,116658648.0
FRGE,93093160.0
TERN,183324944.0
ENTA,100902728.0
TCRX,62249660.0
EWCZ,197033536.0
INBX,193108512.0
SES,191008912.0
RHLD,241967872.0
DXLG,73864360.0
NMRA,119297544.0
TTEC,193896672.0
INO,57200828.0
SUNS,131799128.0
INZY,52754052.0
EDIT,85465592.0
CDLX,73044296.0
RILY,100945400.0
LAZR,214489344.0
GPRO,79390944.0
CHGG,53710696.0
MGNX,66875716.0
LYEL,137222432.0
PLRX,82056648.0
PRME,184937008.0
ZNTL,84019456.0
ALEC,101067624.0
STHO,100163392.0
LXRX,151429008.0
TNGX,137297152.0
ZYXI,65291188.0
IRBT,67620984.0
CRBU,71381032.0
FCEL,94301352.0
FATE,86280080.0
NKTX,115660888.0
CRBP,61405644.0
STRO,45414588.0
ADRO,
CVGI,37758036.0
STEM,56960052.0
OB,313760928.0
CHRS,90608272.0
XFOR,37267864.0
VTYX,66848064.0
PROK,1819720704.0
SAVA,62800268.0
APLT,50603224.0
BMEA,79653056.0
AVTE,72172648.0
CABA,56324840.0
BLNK,83742552.0
SPCE,97347816.0
NOVA,37962388.0
CPS,243041184.0
PEPG,35798180.0
INH,
HLVX,71200360.0
TNYA,81096408.0
TPIC,34273792.0
IGMS,67546200.0
MRSN,37750728.0
GBIO,24960442.0
ALXO,27540858.0
SCLX,47295276.0
RAPT,139927408.0
OTLK,38420640.0
BLUE,48460844.0
MODV,16132500.0
QTTB,20004064.0
IPSC,37782360.0
AGEN,39481728.0
METCB,366922784.0
P5N994,
-,
PBI,1456918784.0
GTXI,
WLLBW,
RTYM5,
ESM5,
 ,
